stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,4.09,0,0,0,0,36.78,0,4.09,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,1.07,2.14,0,1.07,0,0,0,11.77,6.42,0,1.07,0,0,1.07,1.07,0,0,0
21Day,2.68,1.34,0,5.35,1.34,0,0,0,0,0,0,2.68,0,0,2.68,0,2.68,0,1.34,0,1.34,1.34,0,0,0,0,0,0,0,0,1.34
3Month,0,0.64,0,10.56,0,0,1.28,4.48,0,15.36,5.76,0.32,5.12,0.64,2.88,5.12,2.56,0.64,0,0.32,0,0,0.64,0,0.32,2.24,0,0,1.28,0.32,2.88
22Month,0,2.73,2.73,2.73,0,0.55,0.55,4.92,2.19,43.73,5.47,1.64,4.92,0,0,7.11,4.37,0.55,0.55,0,0,0,0,0,0,1.09,0.55,0,0,0,1.64
