stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.86,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,0,1.07,1.07,2.14,21.4,0,0,0,78.09,3.21,0,0,9.63,0,0,0,0,1.07,0,0,0,0
21Day,4.02,4.02,2.68,5.35,5.35,0,1.34,0,0,0,0,0,1.34,1.34,0,1.34,4.02,1.34,62.91,0,0,5.35,187.39,4.02,0,2.68,1.34,6.69,0,0,0,1.34,2.68,0,0,2.68
3Month,0,1.6,0.96,8.32,0,0.64,0,1.6,0.96,0.96,0,8.64,1.92,3.52,3.52,0,2.24,3.84,145.58,0.32,0,1.28,4.8,0,2.24,0,0,5.44,49.27,0.96,0,0,0,85.75,10.88,1.28
22Month,0,0,0.55,1.09,0,0.55,0,0,0,1.09,0.55,16.95,0.55,5.47,2.19,0,0,2.73,9.84,0,1.64,0.55,6.56,0,3.83,0,0,0.55,31.16,0.55,2.19,0,0,7.11,0,0.55
