stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.69,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,70.61,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,4.28,0,1.07,0,0,1.07,0,6.42,7.49,0,0,0,1.07,0,0,0,0,0,0,1.07,0,0,0
21Day,82.99,0,0,17.4,1.34,0,0,0,0,0,0,1.34,0,1.34,0,1.34,12.05,2.68,12.05,0,0,12.05,0,13.39,1.34,0,0,0,4.02,1.34,0,0,0,1.34,2.68,0,0,0,0
3Month,7.36,14.72,8.96,162.85,0.32,2.56,3.2,0,42.23,49.91,0.32,115.18,54.71,5.76,136.94,13.12,41.27,58.87,42.23,7.04,0.64,17.28,9.28,5.12,0.32,8.64,1.6,0,2.56,5.12,0.96,16.96,0.32,0,0,1.28,16.32,9.28,77.11
22Month,2.19,130.1,30.07,233.97,0.55,3.83,6.56,3.28,62.32,103.32,86.37,559.23,44.28,31.16,440.06,14.21,36.08,117.53,88.01,2.19,9.84,41,1.64,2.19,0.55,25.15,4.92,1.09,2.19,3.83,0,2.73,2.73,1.09,0,0.55,10.39,0,124.64
