stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,16.35,0,77.64,0,0,0,0,0,0,0,0,0,0,0,12.26,12.26,16.35,200.23,0,0,0,0,65.38,1230.01,0,0,0,24.52,0,0,0,0,0,0,0,0
72hpf,20.33,5.35,0,11.77,6.42,11.77,0,1.07,0,1.07,0,0,0,2.14,0,12.84,44.93,4.28,58.84,0,3.21,1.07,1.07,496.38,272.8,3.21,3.21,0,55.63,4.28,1.07,18.19,3.21,7.49,0,0,0
21Day,22.76,1.34,1.34,36.14,5.35,9.37,0,2.68,0,1.34,0,5.35,0,14.72,8.03,2.68,13.39,13.39,66.93,0,0,5.35,0,97.71,81.65,1.34,2.68,0,9.37,2.68,0,5.35,6.69,1.34,0,0,4.02
3Month,0,1.92,0.64,24,0,0,0.64,0.64,1.92,1.28,0,15.68,3.2,0.64,10.24,2.56,5.44,3.2,8.64,2.88,0,1.6,1.28,1.28,0.32,0.32,1.28,0,0.64,0.64,60.47,0,0,0.32,3.2,12.16,3.84
22Month,0,4.37,1.64,8.75,0.55,0,1.09,0,1.09,3.83,8.75,59.59,2.19,4.37,20.77,0.55,2.19,10.93,8.75,0,1.64,0,0,1.64,1.09,1.64,3.83,1.09,1.09,0,9.84,1.09,0.55,0,0,0,0.55
