stage,Cardiomyocyte,Enterocyte,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Oocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0
72hpf,1.07,0,2.14,0,0,0,0,0,0,0,0,0,1.07,7.49,6.42,0,1.07,0,1.07,2.14,0,0
21Day,2.68,0,0,2.68,0,0,0,0,0,0,0,0,1.34,2.68,0,0,0,0,0,0,0,0
3Month,0,0.32,0.64,0,0.96,0,0,0.96,0,0.32,0,0,0,0.32,0,0,0,1.92,0,0,2.24,0.32
22Month,0,0,0.55,0,0.55,0.55,1.09,5.47,1.09,0,0.55,2.19,0,0,0,0.55,0,1.64,0,0,0,0
