stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,8.17,0,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,0,3.21,0,0,0,0,0,0,1.07,0,0,0,0,2.14,0,0,4.28,0,5.35,0,0,56.7,24.61,0,1.07,0,1.07,0,0,0,14.98,0,0,0,0,0
21Day,4.02,0,4.02,18.74,4.02,8.03,0,0,0,0,1.34,0,0,44.17,0,4.02,12.05,2.68,8.03,1.34,6.69,0,0,1.34,1.34,37.48,10.71,0,0,0,0,13.39,0,0,5.35,0,0,0,0,1.34
3Month,3.84,11.84,35.19,138.54,1.28,0,14.4,0.64,0.32,20.48,33.59,0.32,0,7144.15,51.19,1.92,323.79,27.2,39.35,31.67,63.99,12.48,12.48,24.32,52.47,8.64,0.64,9.92,14.4,0,2.56,131.5,1.28,43.51,6.08,0,1.28,16,421.37,30.08
22Month,4.92,15.85,13.67,41,0,0,23.51,1.09,0,8.2,34.44,16.95,0,7327.36,16.4,5.47,227.41,2.73,6.56,28.97,42.09,1.64,271.14,17.49,3.28,3.83,0.55,4.37,13.67,8.2,0.55,18.59,0,10.93,7.11,4.37,1.09,3.28,0.55,13.67
