stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,4.09,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,4.28,0,0,0,0,0,0,0,0,0,0,6.42,10.7,0,0,0,0,0,0,6.42,3.21,0,0,0,1.07,0,1.07,0,1.07,1.07,0,0,0
21Day,12.05,0,0,14.72,5.35,4.02,0,0,0,0,1.34,0,0,0,48.19,1.34,5.35,0,4.02,0,0,0,0,10.71,4.02,1.34,1.34,0,10.71,1.34,2.68,5.35,1.34,1.34,0,0,0
3Month,2.24,0,0.32,21.76,0,0,1.6,1.28,22.4,8,0.64,20.48,8.64,0.96,669.01,5.76,3.84,2.56,24.32,6.72,0,0.64,0.96,0.96,0.96,28.16,0.32,0,0,4.8,46.39,0.96,0,0.96,2.56,6.08,6.08
22Month,2.19,3.28,2.73,19.13,0,0,0.55,0.55,68.33,9.84,1.09,62.32,1.09,0,1470.5,0.55,3.83,5.47,43.19,1.64,1.09,2.73,0,1.64,0,31.71,0.55,1.09,0,2.73,43.19,2.19,0,0.55,0.55,0,2.73
