stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,57.21,0,0,0,0,16.35,286.05,0,0,12.26,0,0,4.09,0,0,0,0,0
72hpf,7.49,4.28,0,12.84,10.7,6.42,0,1.07,0,0,0,0,0,0,2.14,0,11.77,29.95,0,36.37,0,2.14,1.07,1.07,242.84,111.26,1.07,2.14,22.47,2.14,0,13.91,0,2.14,0,0,0
21Day,14.72,0,0,26.77,4.02,8.03,0,2.68,0,1.34,0,0,0,0,9.37,0,1.34,10.71,5.35,54.88,0,0,1.34,0,54.88,40.16,1.34,0,8.03,1.34,1.34,5.35,4.02,2.68,0,0,5.35
3Month,0.64,0.32,0.96,18.24,0.64,0,0.32,0,2.24,3.84,0,0,14.4,1.92,0.96,4.8,1.28,5.76,3.2,10.56,3.84,0.32,0.96,0.32,1.28,0.32,0.32,0.64,0,0.96,31.04,0,0,0,1.6,15.04,3.52
22Month,0,2.73,1.09,12.03,0,0,0,0.55,2.73,2.73,2.19,0,24.6,1.64,2.19,7.11,0,1.09,6.01,9.84,0.55,1.09,1.09,0.55,1.09,0,0,2.73,0,1.64,6.01,1.09,1.09,0.55,0,0,0.55
