stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,1.07,1.07,2.14,0,0,0,0,0,0,0,0,0,2.14,0,1.07,0,0,0,0,38.51,3.21,0,0,2.14,0,0,0,0,0,0
21Day,4.02,0,0,0,0,4.02,0,1.34,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,2.68,2.68,1.34,0,0,0,0,0,0,0,0
3Month,0.32,0,1.28,12.8,0,0,0,0,6.72,0.32,0.32,5.44,0.96,33.27,0.64,4.48,0.64,5.76,0.32,0,1.6,0.32,4.16,0.64,3.84,0,0.32,0.96,8,0.96,7.68,3.2,0.64
22Month,0.55,0.55,1.64,2.73,0.55,0,0.55,0.55,1.09,0.55,1.64,22.41,0.55,14.76,0,1.09,1.09,0,0,1.09,0,0,1.09,0.55,1.09,1.09,0,0,2.19,1.64,0.55,0,0.55
