stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,24.61,13.91,0,23.54,8.56,28.88,0,0,0,1.07,0,1.07,0,1.07,0,29.95,48.14,6.42,56.7,4.28,2.14,0,5834.64,194.7,0,4.28,0,70.61,0,0,27.81,1186.4,1183.19,12.84,0,0,0
21Day,44.17,9.37,6.69,128.5,1.34,211.49,0,13.39,0,4.02,0,20.08,5.35,46.85,18.74,18.74,69.6,17.4,191.41,0,9.37,2.68,4777.22,88.34,2.68,5.35,0,74.96,143.22,0,53.54,250.31,431.01,10.71,0,0,40.16
3Month,0,0.32,0.32,7.36,0,0,0.32,0,2.24,4.16,0,9.6,1.28,0.32,1.28,0.32,3.2,6.08,3.84,0,0.32,0.96,116.14,0,2.56,0,0,0.32,1.28,6.4,11.84,2.24,1.28,0.64,0.64,2.24,2.24
22Month,0,0.55,0,3.28,0,0,0,0,0,6.01,0.55,12.57,1.64,0.55,1.09,0.55,0,1.09,5.47,1.09,0,0,101.68,1.09,0.55,0.55,2.73,3.28,0,1.09,33.35,3.28,0,0,0.55,0,1.64
