stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,4.09,0,0,0,0,0,0,0,0,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,3.21,7.49,0,1.07,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,14.72,0,0,0,0,0,1.34,0,0,12.05,0,0,0,0,0,0,0,0,12.05,0,1.34,0,0,1.34,0,1.34,0,0,1.34,0,0,0,0,0,0
3Month,8.32,25.28,28.16,300.43,1.6,11.2,1.92,1.28,82.55,645.02,0.32,788.68,31225.77,8.64,265.56,57.27,97.58,251.48,120.94,22.08,3.2,120.94,42.55,20.8,1.6,13.44,6.72,0,11.52,53.43,165.09,82.23,12.16,0,1.6,140.46,207.33,75.83
22Month,1.09,37.17,15.31,80.9,1.64,10.93,2.19,0,33.35,633.03,12.57,882.85,26729.77,9.29,105.5,3.28,20.23,198.98,92.93,3.83,11.48,38.27,1.64,2.73,0,7.11,6.01,3.28,1.09,14.21,44.28,7.65,1.64,2.19,1.64,3.28,0,62.32
