stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,9.63,0,0,0,0,0,0,0,0,0,0,1.07,0,6.42,2.14,0,0,0,3.21,0,0,0,0
21Day,1.34,1.34,0,198.1,2.68,0,0,0,1.34,0,2.68,0,1.34,2.68,2.68,1.34,46.85,4.02,0,10.71,0,1.34,4.02,1.34,0,1.34
3Month,0,0,0,4.16,0,0.64,0,0,6.4,0.64,0,1.28,0.96,0,0,0,0,0,0,0,1.28,0,0,0,0.32,0.32
22Month,0,0.55,1.64,4.37,0,1.09,3.28,1.09,29.52,0,1.09,2.73,0,1.64,1.64,0,0.55,0,0.55,0,0.55,0,0,0,0,0.55
