stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,24.52,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,61.3,4.09,0,0,0,0,36.78,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,3.21,1.07,0,4.28,0,2.14,0,0,0,0,0,0,0,0,0,0,2.14,6.42,17.12,8.56,0,0,0,288.84,16.05,0,0,0,10.7,0,2.14,2.14,138,202.19,6.42,0,0,0
21Day,14.72,0,1.34,29.45,1.34,25.43,0,6.69,1.34,0,0,0,5.35,1.34,6.69,9.37,0,10.71,36.14,33.46,0,0,4.02,125.82,21.42,0,14.72,0,17.4,12.05,4.02,0,385.5,2337.08,5.35,0,0,4.02
3Month,0,0.32,0,7.04,0,0,0.32,0,0.64,1.6,0,0,6.08,1.92,0.96,2.56,0.32,2.24,12.16,4.16,0.64,0,0.32,2.24,0.32,0.64,80.31,0,0.32,0.32,47.35,0.32,0.32,0.64,3.84,0.64,45.75,0.64
22Month,0,1.09,0,2.19,0,0,0,0,0,3.83,1.09,0,35.53,1.09,0,2.73,0,1.09,12.57,2.73,0,1.64,0,2.19,0,0,170.56,0.55,0,0,63.41,0,26.79,1.09,1.64,0.55,0,0
