stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,4.09,0,57.21,0,0,0,0,0,0,0,0,0,0,0,8.17,28.6,57.21,65.38,0,0,0,69.47,1193.23,0,0,0,4.09,0,0,0,0,0,8.17,0,0,0
72hpf,9.63,12.84,0,9.63,2.14,3.21,0,0,0,1.07,0,0,0,0,0,1.07,51.35,14.98,39.58,0,1.07,0,210.75,177.59,0,1.07,0,34.23,2.14,0,17.12,1.07,0,3.21,0,0,0
21Day,8.03,2.68,1.34,46.85,1.34,16.06,0,5.35,0,2.68,0,4.02,0,0,1.34,2.68,33.46,16.06,30.79,0,0,1.34,88.34,82.99,4.02,5.35,0,17.4,2.68,0,10.71,4.02,4.02,8.03,1.34,0,4.02
3Month,0.32,3.84,0.64,29.76,0.64,0,0,0,1.28,1.92,0,15.36,4.48,0.32,5.44,0.96,5.12,7.68,7.04,2.88,0.32,3.84,1.28,0.32,4.16,1.6,0,0.32,1.28,31.67,0.96,0,0,0,14.08,10.24,7.04
22Month,0,22.96,0,11.48,3.28,0,0.55,0,1.64,12.03,2.19,82.54,5.47,4.37,8.75,1.64,2.19,10.93,7.65,2.73,3.28,2.73,1.09,0.55,1.64,2.19,0.55,1.64,1.09,4.92,1.64,0,0,0,6.01,0,6.01
