stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,4.09,4.09,8.17,12.26,0,0,0,12.26,719.21,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,29.95,9.63,0,11.77,21.4,27.81,0,0,1.07,0,0,0,0,0,0,5.35,57.77,8.56,28.88,1.07,1.07,0,2923.74,477.13,0,1.07,25.67,0,0,21.4,6.42,2.14,1.07,0,0,0
21Day,10.71,0,4.02,20.08,10.71,25.43,1.34,1.34,2.68,0,0,5.35,1.34,8.03,4.02,0,20.08,4.02,14.72,0,0,0,1298.38,243.61,0,1.34,12.05,36.14,0,2.68,1.34,5.35,8.03,0,0,6.69
3Month,0,0.64,0,2.88,1.6,0,0,0,0,0,0,1.92,0.96,0.32,1.6,0.32,0.64,0.64,0.96,0,0.96,0.32,5.12,1.6,1.6,0,0.64,1.6,3.52,0,0,0,0,0.96,20.48,0.32
22Month,0,1.09,0,1.09,2.19,0,0,0,1.09,0.55,0,10.39,0,0,0,0,0,0,1.09,0.55,0,0,0.55,3.28,1.09,0,0,0,7.65,0.55,0,0,0,0,0,0.55
