stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,28.6,4.09,0,0,0,0,0,0,0,0,0,0,0,20.43,4.09,20.43,0,0,0,0,4.09,253.36,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,6.42,0,0,0,0,0,1.07,0,0,0,0,0,3.21,16.05,0,5.35,0,0,0,0,20.33,25.67,0,0,9.63,2.14,0,0,1.07,0,1.07,0,0,0
21Day,4.02,0,0,14.72,1.34,1.34,0,1.34,0,0,0,1.34,0,4.02,5.35,0,14.72,1.34,12.05,0,0,0,0,9.37,5.35,0,1.34,9.37,4.02,0,0,4.02,0,0,0,0,0
3Month,0,1.92,1.92,27.2,0,0,0.96,0.96,7.68,9.92,0,55.99,19.2,1.28,112.94,2.24,9.28,6.4,8,1.92,0,2.88,3.84,0,0.32,2.24,1.6,0.96,2.56,0.32,8.32,0.96,0,0,0.96,2.56,6.72
22Month,0,3.83,3.28,7.65,0,0,0,0.55,4.92,8.2,0.55,104.96,1.64,1.64,84.73,1.64,1.09,2.73,8.75,0,4.92,0,0,0.55,0.55,1.09,0.55,0,0,0,3.28,2.19,0.55,0,0.55,0,1.09
