stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,4.09,0,0,0,0,44.95,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,2.14,1.07,0,0,0,0,1.07,0,0,0,0,0,0,9.63,3.21,4.28,0,1.07,2.14,94.14,19.26,0,0,4.28,0,0,4.28,1.07,0,0,0,0
21Day,1.34,2.68,0,18.74,0,14.72,0,1.34,0,1.34,0,0,0,4.02,0,0,0,0,12.05,0,0,2.68,26.77,2.68,0,1.34,5.35,2.68,1.34,1.34,2.68,1.34,0,0,2.68
3Month,0,0.64,0,7.04,0,0,0.32,0,1.92,5.12,0,19.2,4.16,0,3.52,0.96,7.68,3.84,2.88,0.64,0.32,1.28,0.32,0.32,0.64,0,0,1.6,14.4,0,0,0,0.96,60.15,2.24
22Month,0,3.28,0.55,2.73,0,0,0,0,2.73,6.56,1.64,44.28,4.37,0.55,7.11,0,0.55,5.47,6.01,0,0.55,2.19,0,0,1.09,1.09,0,0.55,1.64,0.55,0,0,0,0.55,0
