stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,371.86,0,0,0,0,0,0,0,0,4.09,0,0,0,0,118.51,0,8.17,53.12,0,0,0,0,8.17,420.9,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,21.4,2.14,1.07,0,0,0,0,0,0,0,0,0,1.07,0,404.38,13.91,0,6.42,0,3.21,2.14,1.07,39.58,36.37,0,0,0,42.79,0,4.28,1.07,0,0,0,0,0
21Day,1.34,2.68,2.68,44.17,5.35,5.35,0,6.69,0,8.03,0,0,0,2.68,0,5.35,0,5.35,6.69,0,5.35,0,0,2.68,0,40.16,4.02,1.34,0,0,25.43,5.35,28.11,4.02,1.34,0,0,0,6.69
3Month,0.32,17.92,4.16,91.83,1.92,0,0,1.28,0.32,5.44,3.2,0.32,0,13.12,2.56,0.96,6.4,6.4,4.8,4.16,20.16,0.96,0.64,21.12,0.96,7.68,0.64,4.16,0,0,3.84,1.92,235.8,0,0,9.6,4.16,21.76,6.08
22Month,0.55,53.57,10.93,184.22,0,0,3.28,0.55,0,16.95,5.47,120.81,0,31.16,1.64,1.09,7.65,2.19,1.64,4.92,14.21,0,2.73,9.29,0,6.56,0,1.09,1.64,1.09,0,0.55,210.46,1.09,0,6.01,0.55,0,2.19
