stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,16.35,0,0,0,0,0,98.07,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,2.14,0,4.28,0,0,0,0,0,0,0,0,0,2.14,19.26,1.07,7.49,0,1.07,1.07,1.07,116.61,110.19,0,0,4.28,1.07,0,77.02,57.77,22.47,6.42,0,0,0
21Day,13.39,5.35,0,33.46,1.34,20.08,9.37,0,2.68,2.68,0,10.71,2.68,4.02,0,1.34,12.05,5.35,40.16,0,0,8.03,0,251.64,33.46,0,0,25.43,9.37,1.34,52.2,424.31,1045.39,9.37,0,0,2.68
3Month,0,0.96,0,4.48,0.96,0,0,0.32,0.96,2.56,0,8.96,3.52,0.32,2.24,0,2.88,2.56,31.99,6.08,0,12.16,2.24,7.68,1.28,0.32,0,1.92,1.28,109.42,17.28,4.16,0.64,6.08,0.64,50.55,4.48
22Month,0.55,1.64,0.55,4.92,0,0,0,0,0.55,2.73,2.73,16.4,0,0.55,1.64,0,1.09,2.73,7.65,0.55,1.09,8.75,0,37.72,0,1.09,1.09,0.55,0.55,18.59,24.6,235.06,2.73,0,0,0.55,2.73
