stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
21Day,0,0,0,0,2.68,0,0,0,0,0,0,0,20.08,0,0,0,2.68,0,0,0,0,0,1.34,2.68,0,0,1.34,0,0,0,1.34,0,0,65.59
3Month,0.32,0.96,0.64,14.72,0,0.96,0,2.56,5.12,0,15.36,8.32,0.64,5.76,0.64,4.48,10.56,7.36,0.96,0.32,1.6,0.96,1.92,0,0.96,0.96,0.64,3.2,5.44,0,0,0.96,1.6,307.15
22Month,0,4.37,0,4.92,0,1.09,0.55,1.09,4.92,1.64,52.48,1.09,0.55,7.11,0.55,1.64,5.47,6.01,0.55,3.83,2.73,0.55,0.55,0,0.55,1.64,0,0.55,1.09,1.09,0,0,0,182.58
