stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,49.04,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,3.21,0,0,0,0,0,0,0,0,0,2.14,5.35,1.07,4.28,0,0,0,0,40.65,13.91,0,0,1.07,0,0,1.07,0,0,0,0,0
21Day,1.34,0,0,10.71,0,0,1.34,0,0,0,0,0,6.69,0,0,5.35,1.34,10.71,0,0,1.34,0,17.4,4.02,0,0,2.68,0,0,0,2.68,0,0,0,1.34
3Month,0.32,0.64,0.32,11.84,0,0,0,1.92,3.84,0,20.8,3.52,0,4.48,0.96,5.44,3.52,3.84,1.28,0.32,0.32,0.96,0.32,0.64,0.96,0,0.32,0.64,12.16,0.32,0,0.32,1.92,2.56,4.48
22Month,0.55,1.09,0.55,7.65,0,0.55,0,1.09,9.29,0.55,75.44,4.37,1.09,9.84,0.55,1.09,2.73,7.11,0,2.19,1.09,0,1.09,0,0.55,0.55,1.64,0,4.37,0.55,0,0,0,0,0
