stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,7.49,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,20.08,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,1.34,0,0,0,2.68,0,0,0,0,0,0,0
3Month,0.64,369.22,1.28,13.44,0.64,0,1.28,2.56,482.48,0,18.24,12.16,2.24,8.64,0.32,8,17.92,7.04,2.56,0.32,4.48,2.24,0.64,0,0.64,0.96,0,0.32,4.16,5.76,0.32,0,20.8,1.92,4.8
22Month,1.64,1498.93,2.19,15.85,0,3.28,0,3.28,1556.87,4.92,108.78,6.01,2.19,11.48,1.09,3.28,31.16,7.65,0,4.92,7.11,0,5.47,0,0.55,2.73,2.73,0.55,1.64,1.09,5.47,2.73,12.03,0,6.56
