stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,0,16.35,32.69,0,0,0,0,40.86,102.16,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,0,0,0,0,1.07,0,0,0,0,0,0,0,3.21,0,0,3.21,0,4.28,0,2.14,0,0,4.28,16.05,0,0,0,3.21,2.14,0,2.14,0,0,0,0
21Day,4.02,0,1.34,21.42,2.68,13.39,0,8.03,0,0,1.34,0,0,2.68,0,20.08,2.68,2.68,9.37,2.68,29.45,0,0,0,0,9.37,14.72,0,1.34,0,20.08,4.02,2.68,5.35,1.34,0,0,5.35
3Month,0,2.24,1.28,38.07,0.96,0,0.32,0.64,0.32,5.44,3.52,0,0,79.03,10.24,2.56,23.68,1.6,8,7.68,31.04,8.32,0.32,2.88,17.28,3.52,0.64,5.12,6.08,0,0.32,3.84,20.8,1.6,0.96,7.68,11.84,18.56
22Month,0,3.83,1.64,25.69,0,0,1.09,0.55,0.55,12.57,8.2,4.92,0,66.69,5.47,10.39,18.59,0.55,2.19,10.93,22.96,0.55,0.55,2.73,0.55,2.73,1.64,3.28,2.73,1.09,0,0,7.65,4.37,0.55,0.55,0,6.01
