stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,4.09,8.17,0,20.43,0,0,0,0,0,0,0,0,0,8.17,4.09,28.6,0,0,0,0,8.17,200.23,0,0,8.17,0,0,0,0,4.09,0,0
72hpf,2.14,0,0,2.14,0,0,0,0,0,0,0,0,0,4.28,0,8.56,0,0,0,0,33.16,19.26,0,0,3.21,0,0,3.21,1.07,0,0,0
21Day,8.03,0,0,14.72,0,1.34,0,0,4.02,0,2.68,0,0,5.35,2.68,16.06,0,0,2.68,0,12.05,13.39,0,0,8.03,0,0,2.68,0,0,0,1.34
3Month,0,0,0,1.28,0,0.32,0,0,0.96,0,0,0,0,0.32,0,0.32,0.32,0,0,0.32,0,0,0,0,0,0.32,0.64,0,0,0,0.32,0.32
22Month,0,2.73,0.55,6.56,0.55,0,2.19,2.19,32.25,1.09,2.73,7.65,0.55,1.64,5.47,10.39,0.55,3.83,0,0,0,0,0.55,0.55,1.09,0.55,0.55,0.55,0,0,0,1.09
