stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,81.73,0,4.09,0,4.09,0,0,0,0,175.72,0,0,0,0,12.26,8.17,0,416.81,0,4.09,0,0,16.35,331,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,14.98,3.21,0,278.15,2.14,7.49,0,2.14,0,0,1.07,0,0,1.07,0,0,0,16.05,21.4,0,556.29,0,1.07,11.77,1.07,138,50.28,2.14,0,86.65,0,0,0,2.14,0,0,0,0,0,0
21Day,24.09,0,1.34,694.7,0,17.4,0,5.35,0,6.69,0,0,0,5.35,1.34,9.37,10.71,1.34,26.77,9.37,307.86,0,0,24.09,0,30.79,21.42,8.03,1.34,76.3,9.37,0,0,1.34,1.34,9.37,0,0,0,6.69
3Month,0.96,4.8,2.88,942.89,1.28,0,5.44,0.32,10.24,34.55,13.76,0.32,0,39.67,14.08,1.6,346.19,8,267.8,17.28,338.83,8.96,0.96,11.84,3.52,3.2,0.64,14.72,2.24,3.84,10.88,0.32,31.99,0.96,0,0,1.28,5.44,9.92,10.88
22Month,0.55,1.09,3.28,77.08,0,0,1.09,0,4.37,9.84,3.28,0.55,0,36.08,2.73,1.09,329.09,1.09,33.89,6.56,69.97,0.55,1.64,4.92,0,1.09,0.55,12.57,1.09,0,0.55,0,51.39,0,0.55,0,0.55,0,0,2.73
