stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,4.09,57.21,12.26,49.04,0,0,0,0,8.17,163.46,0,0,12.26,0,0,0,0,0,0
72hpf,6.42,1.07,0,18.19,2.14,3.21,0,0,0,0,0,0,0,1.07,0,10.7,8.56,1.07,13.91,0,1.07,0,1.07,48.14,92,0,0,9.63,2.14,0,1.07,0,0,0
21Day,4.02,0,0,24.09,0,20.08,0,4.02,0,0,0,0,0,2.68,0,4.02,2.68,1.34,8.03,0,0,1.34,0,10.71,28.11,0,1.34,2.68,0,1.34,1.34,0,0,5.35
3Month,0.32,0.64,0.64,51.19,0,0,0,0,1.28,0.64,0,6.08,2.56,0,0.96,0,1.92,1.28,2.88,0.64,0,0.96,0.96,0.96,0,0,0,0,1.92,97.26,0.64,4.48,22.72,24
22Month,0,4.92,3.28,10.39,0,0,0.55,0.55,0.55,1.64,0.55,9.84,1.64,1.09,2.73,1.64,0.55,2.19,1.64,0,0.55,0,0,0,0,1.09,0,0,0,3.83,0,0.55,0,47.01
