stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,1.07,1.07,0,0,0,0,0,0,2.14,0,0,0,0,0
21Day,6.69,0,0,4.02,1.34,8.03,0,0,0,0,0,0,0,73.62,0,0,2.68,0,4.02,0,0,0,0,8.03,4.02,0,0,0,6.69,5.35,0,4.02,0,0,0,0,120.47
3Month,0.96,1.28,0.64,13.12,0,0,4.8,0.32,3.52,13.44,0,90.23,8.32,12.48,12.16,2.88,9.28,6.72,12.48,0.96,0.32,3.84,2.88,0.32,0,0.32,1.28,0,0,5.76,8.96,0.32,0.32,0,4.8,5.44,486.96
22Month,2.19,6.01,0.55,8.2,0.55,0,4.37,0,1.09,17.49,3.83,249.82,8.2,3.28,16.4,0.55,1.09,14.21,14.76,0,3.83,2.19,0,0.55,0.55,0.55,0.55,0.55,0.55,2.19,7.11,0,0,0.55,2.19,0,261.3
