stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,8.17,0,16.35,0,0,0,0,0,0,0,4.09,0,0,0,4.09,0,12.26,4.09,73.56,0,0,0,0,126.68,1368.95,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,96.28,19.26,0,34.23,18.19,53.49,0,1.07,0,0,1.07,0,0,0,1.07,0,14.98,94.14,11.77,71.68,0,1.07,2.14,1.07,6955.78,1198.17,8.56,17.12,0,69.54,1.07,0,155.12,8.56,11.77,10.7,0,0,0
21Day,46.85,2.68,1.34,42.83,2.68,32.12,0,12.05,0,1.34,1.34,0,2.68,1.34,18.74,14.72,5.35,18.74,10.71,37.48,0,0,2.68,1.34,1642.38,414.95,4.02,9.37,0,17.4,36.14,1.34,52.2,10.71,14.72,1.34,0,0,9.37
3Month,0.64,1.6,0.96,13.44,0.32,0,0,0,0.64,0.96,0.64,0,13.44,0.96,0.32,4.48,0.32,1.6,1.92,2.88,0.32,0,0.64,0.96,20.8,3.2,4.48,8.32,0,0,0.32,48.31,2.24,0,0.32,0,1.28,0.96,1.28
22Month,0.55,1.64,0,7.11,0,0,0.55,0.55,0,0,2.73,0,33.89,0.55,0.55,6.01,0,1.09,1.09,2.73,0,1.64,1.09,0,9.84,2.19,3.28,4.92,1.09,0,0,25.69,3.28,2.19,0,0,2.73,0,1.09
