stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,12.26,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,20.43,0,0,0,0,4.09,106.25,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,1.07,0,2.14,0,0,0,0,0,0,0,0,0,0,4.28,8.56,2.14,13.91,0,0,0,0,29.95,39.58,0,0,0,8.56,0,0,1.07,1.07,0,1.07,0,0,0
21Day,8.03,0,2.68,21.42,0,6.69,0,1.34,0,0,0,0,0,0,6.69,1.34,0,2.68,4.02,18.74,0,0,1.34,0,17.4,9.37,0,0,0,4.02,2.68,0,0,2.68,1.34,0,0,0,1.34
3Month,0.32,0.64,0.96,18.24,0.32,0,1.6,0.64,4.48,5.44,0,0,25.92,7.36,0.96,8.96,1.6,7.68,4.16,8,1.28,0,3.2,2.24,0.64,0,0.32,0.32,0,1.28,1.92,0.64,15.04,0.32,0,0,1.28,3.52,6.72
22Month,0,5.47,2.19,16.95,0,0,2.19,2.19,4.37,8.75,4.92,0,149.24,7.11,7.65,15.85,0.55,1.64,12.03,8.2,0.55,2.73,1.09,0,0,0.55,1.09,0.55,0.55,0,1.09,0,4.92,0.55,0,0,0.55,0,1.64
