stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,118.51,32.69,0,245.18,0,0,0,0,0,0,8.17,0,0,0,0,36.78,44.95,0,261.53,0,0,0,57.21,755.98,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,19.26,2.14,0,53.49,2.14,12.84,0,0,0,0,0,0,0,1.07,0,9.63,138,5.35,84.51,1.07,7.49,0,473.92,143.35,0,3.21,89.86,0,1.07,62.05,0,2.14,0,0,0
21Day,41.49,1.34,8.03,49.53,2.68,2.68,0,1.34,0,0,0,0,0,1.34,1.34,1.34,24.09,1.34,105.74,0,13.39,0,20.08,18.74,0,2.68,72.28,5.35,1.34,8.03,0,0,0,0,0
3Month,0,3.2,6.4,28.16,0,0,0.32,8.64,0.64,0,0,3.2,1.6,0,6.72,5.12,18.88,1.28,8.32,0,5.76,0.32,0.32,0,1.92,0.32,0,0,3.52,0,0,0,0.32,2.88,0.32
22Month,0,0.55,7.65,7.11,0,0,0,3.28,1.09,1.09,0,12.03,0,0,6.01,0.55,5.47,0,3.28,1.09,4.92,0,0.55,0,0,0,0,0,9.84,0,0.55,0,0,0,1.09
