stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,4.09,0,0,0,0,0,0,114.42,4.09,0,0,0,0,40.86,32.69,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,4.28,1.07,0,0,0,1.07,0,0,0,0,0,0,0,8.56,34.23,7.49,0,0,0,0,239.63,14.98,0,0,0,3.21,0,1.07,4.28,0,0,1.07,0,0,0
21Day,1.34,4.02,1.34,21.42,1.34,0,1.34,0,10.71,0,0,1.34,8.03,16.06,18.74,4.02,18.74,89.68,18.74,0,0,0,1.34,77.63,10.71,0,4.02,0,6.69,4.02,4.02,4.02,0,1.34,0,0,0,14.72
3Month,0.64,2.88,0.96,37.75,0,0.64,0.64,6.72,76.79,0,0,18.88,78.71,2.56,47.67,3.52,12.8,129.26,17.28,1.28,0,1.92,25.92,3.52,0.32,5.44,2.56,0,1.28,3.84,105.58,0.96,0,0,0.64,2.88,49.27,33.59
22Month,0.55,4.37,2.73,27.33,0,1.64,0,4.37,309.41,4.37,0,63.41,57.4,10.93,46.47,2.73,7.65,286.99,11.48,0.55,1.09,3.83,0.55,7.65,0,9.29,4.37,2.73,1.09,3.28,49.2,0.55,0.55,0,0,1.64,0,46.47
