stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,22.47,7.49,0,2.14,0,2.14,0,0,2.14,5.35,1.07,0,0,1.07,0,0,0,0,0,0,0,0
21Day,8.03,0,1.34,66.93,1.34,8.03,1.34,0,2.68,0,4.02,1.34,2.68,5.35,1.34,24.09,1.34,10.71,0,0,435.02,0,10.71,5.35,1.34,0,0,5.35,2.68,0,0,0,5.35,0,0,1.34
3Month,0.32,2.88,0.96,19.52,0.32,0,0,2.88,6.08,0,28.48,6.08,1.6,8.64,1.28,2.56,4.48,7.68,0.64,0,984.8,0.32,0.64,0,1.6,0.96,0,0,2.56,10.56,0.96,2.24,0,2.56,3.2,1.28
22Month,0,2.19,1.64,3.83,0,0,0.55,1.09,6.56,0.55,34.99,2.73,1.09,3.83,0,2.19,2.19,6.01,0,1.09,400.15,0,1.09,0,0.55,0.55,0.55,0,0.55,4.92,0.55,0,0,0,0,1.09
