stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,2.14,0,0,0,0,5.35,0,0,0,2.14,0,18.19,3.21,313.45,6.42,0,0,0,0,7.49,5.35,0,1.07,0,3.21,0,0,0,0,0,0,0,0,0
21Day,5.35,1.34,12.05,8.03,13.39,0,6.69,0,1.34,21.42,0,5.35,0,53.54,24.09,0,12.05,393.53,17.4,0,0,4.02,0,17.4,12.05,0,0,0,4.02,17.4,0,1.34,0,2.68,0,0,0,25.43
3Month,0.64,8.96,19.52,41.91,0,2.56,0.64,0,56.63,159.65,0.64,21.12,19.84,15.68,134.38,3.84,6.72,404.1,13.12,3.52,0,15.36,16.64,0.96,0,3.2,0,0,0,3.2,3.2,0,0,0,0,5.44,5.44,67.83
22Month,0.55,26.79,43.73,47.01,0,20.77,3.28,0.55,96.76,1604.43,3.28,82.54,50.84,69.43,420.38,1.09,1.64,2057.06,25.15,2.19,6.01,18.04,0.55,3.83,0,6.01,3.28,3.28,1.09,7.11,4.37,3.28,3.28,0,0.55,2.19,0,47.56
