stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,122.59,0,28.6,0,0,0,0,0,0,0,0,187.97,0,0,0,4.09,0,4.09,147.11,0,0,0,0,77.64,878.58,0,0,20.43,0,0,0,0,0,0,0,0,0
72hpf,5.35,119.82,0,11.77,2.14,4.28,0,0,0,0,0,0,0,0,0,0,6.42,10.7,1.07,24.61,0,0,0,0,204.33,112.33,3.21,1.07,32.09,0,0,11.77,9.63,5.35,4.28,0,0,0
21Day,14.72,72.28,4.02,25.43,4.02,1.34,0,1.34,0,2.68,2.68,0,0,2.68,0,0,0,9.37,1.34,93.7,0,1.34,10.71,0,147.24,68.27,5.35,6.69,29.45,20.08,4.02,20.08,8.03,21.42,0,0,0,1.34
3Month,0,332.43,3.84,65.91,0.96,0,0.64,1.28,1.6,76.47,3.52,0.64,0,27.2,7.68,9.28,11.52,8.64,4.8,39.03,2.56,0,24.96,6.08,11.84,4.48,27.52,0.96,5.12,5.44,71.03,3.2,0.64,0,1.92,17.92,5.12,4.16
22Month,0,421.47,4.92,47.01,0.55,0,0,1.64,0.55,34.44,1.09,14.21,0,45.37,4.37,7.65,2.19,4.37,4.37,37.17,0,2.19,17.49,0,4.37,1.64,24.05,2.73,0.55,1.09,29.52,5.47,6.56,0,0,3.83,0,0.55
