stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,5.35,2.14,0,0,0,0,0,4.28,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,26.77,42.83,4.02,0,0,0,0,0,0,1.34,4.02,119.13,2.68,54.88,5.35,4.02,0,1.34,1.34,0,8.03,5.35,0,0,0,2.68,4.02,2.68,0,2.68,1.34,2.68,0,0,1.34
3Month,0.32,2.88,46.39,562.15,0,6.72,0.64,212.45,10.56,0,54.39,13.44,1.28,830.27,21.12,87.35,21.12,10.88,3.2,0,19.52,8,3.84,0,15.36,0.96,0,0.96,11.2,68.47,0.32,0,0,0,3.2,74.23,10.88
22Month,0.55,3.28,47.56,137.76,0,0,1.09,36.08,13.12,10.39,230.69,2.73,2.73,260.75,2.19,28.43,12.57,7.65,0.55,7.11,22.96,1.09,7.65,0,14.21,0.55,2.73,0,1.09,15.85,0,1.09,0,0,0.55,0,3.28
