stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,1.07,2.14,0,0,0,0,0,0,0,0,0,0,5.35,3.21,10.7,0,0,0,0,31.02,9.63,0,380.85,0,13.91,0,0,6.42,0,0,0,0
21Day,4.02,1.34,0,6.69,2.68,0,1.34,0,1.34,0,0,0,1.34,1.34,2.68,2.68,2.68,4.02,0,0,0,0,14.72,6.69,0,835.24,0,8.03,1.34,0,6.69,1.34,0,0,1.34
3Month,0,2.88,0.64,7.04,0,0.32,0.32,1.92,2.56,0,13.76,7.36,0,4.8,0.32,2.56,4.16,6.08,1.28,0,3.84,0.96,2.56,0,0.96,772.04,0,26.24,1.28,9.28,0.64,0,0.32,5.12,1.6
22Month,0,4.37,0,8.75,0,1.09,0,0.55,3.83,3.83,25.15,1.09,0,2.19,0,0,4.37,4.92,0.55,2.19,0,0,2.73,0,0,1333.29,1.09,18.04,0,2.19,0,0,2.73,0,0
