stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,16.35,0,0,0,0,8.17,57.21,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,6.42,0,0,9.63,0,0,0,1.07,0,0,0,0,0,0,0,6.42,4.28,0,10.7,0,4.28,1.07,0,28.88,21.4,0,0,0,6.42,0,0,1.07,0,1.07,0,0,0
21Day,9.37,6.69,6.69,38.82,0,4.02,0,1.34,1.34,0,0,8.03,1.34,2.68,4.02,12.05,13.39,5.35,20.08,0,0,2.68,0,12.05,14.72,0,1.34,0,12.05,6.69,1.34,0,0,1.34,0,0,2.68
3Month,0.96,3.84,8,36.15,0.32,0,3.2,0.32,6.4,12.8,0,212.13,13.44,0.64,81.91,17.28,13.76,11.52,14.4,1.6,2.56,7.04,11.52,0.32,0.32,3.52,1.28,0,0.64,8,4.48,0.64,0,0,7.68,3.52,6.4
22Month,1.09,12.57,13.12,30.07,0.55,0,0.55,1.09,8.2,20.23,14.21,377.19,6.56,1.09,92.38,3.28,3.83,13.67,18.59,0,18.04,7.65,0,1.64,0,3.28,2.73,1.09,0,0,2.19,1.09,0.55,1.09,0.55,0,5.47
