stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,4.09,0,0,0,4.09,0,0,0,12.26,0,0,0,0,0,4.09,0,8.17,0,0,0,12.26,2202.57,0,0,4.09,0,0,0,0,0,8.17,0,0,0
72hpf,20.33,6.42,0,8.56,2.14,8.56,0,0,0,2.14,0,1.07,0,0,0,0,2.14,26.74,6.42,24.61,0,0,0,676.11,1499.85,1.07,0,27.81,1.07,0,35.3,2.14,1.07,17.12,0,0,0
21Day,8.03,0,1.34,4.02,1.34,1.34,0,4.02,0,0,0,0,1.34,0,1.34,0,2.68,14.72,1.34,14.72,0,1.34,0,215.5,345.34,0,0,6.69,9.37,6.69,32.12,5.35,6.69,1.34,0,0,4.02
3Month,0.64,0.64,0,7.04,0,0,0.64,0,0.64,0,0,0,3.2,0.96,0.32,1.28,0,1.92,0.64,2.24,0.32,0.32,0.32,2.24,1.28,0.32,0,0,0.32,8.32,24,0,0,1.6,0.64,3.84,0
22Month,0,2.73,0,13.12,0,0,0.55,0,2.73,6.56,0.55,0,26.79,3.28,4.92,5.47,0,9.84,7.11,14.21,0,0.55,0,3.28,0.55,6.01,1.09,0.55,0,15.85,123.54,14.21,0,2.19,0,0,4.92
