stage,Hepatocyte,Keratinocyte,Mesenchymal.cell,Neural.cell,Osteoblast
24hpf,0,0,4.08640457285017,0,0
72hpf,0,1.06979114146608,0,1.06979114146608,1.06979114146608
21Day,0,0,1.33853308820331,0,0
22Month,1.09330930239487,0,0,0,0
