stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,16.35,0,49.04,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,3.21,17.12,2.14,0,0,0,0,0,0,0,0,0,0,37.44,8.56,0,3.21,0,0,0,37.44,14.98,12.84,0,0,0,1.07,0,0,1.07,1.07,1.07,1.07,0,0,0
21Day,6.69,0,88.34,17.4,17.4,9.37,0,0,0,5.35,1.34,0,5.35,1.34,4.02,169.99,5.35,8.03,8.03,21.42,0,0,2.68,17.4,32.12,8.03,0,1.34,0,5.35,17.4,0,1.34,0,2.68,0,0,0,2.68
3Month,1.28,8.64,145.9,322.19,12.8,0,8,0.64,0.32,393.54,20.8,0.32,92.47,30.08,0.64,2681.18,8.96,39.03,13.76,40.63,12.8,0.32,365.06,377.22,4.48,0.96,34.55,1.92,0,1.6,18.24,0.32,44.15,1.92,0.96,0.96,6.08,43.51,20.16
22Month,0,7.11,104.41,68.88,2.73,0,0.55,0,0,150.33,10.39,6.56,90.2,4.37,1.64,1846.05,0.55,4.92,11.48,27.88,0.55,2.73,200.62,24.6,1.64,0,23.51,3.83,0.55,0,2.73,0,3.83,3.28,0.55,2.19,0.55,0,3.83
