stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,122.59,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,61.3,4.09,57.21,0,0,0,0,24.52,175.72,0,0,16.35,0,0,0,0,0,0,0,0
72hpf,7.49,4.28,0,55.63,20.33,2.14,0,0,0,0,0,0,0,0,1.07,0,11.77,141.21,1.07,74.89,0,1.07,6.42,1.07,17.12,33.16,0,1.07,154.05,0,0,7.49,0,4.28,0,0,0
21Day,20.08,2.68,0,192.75,5.35,12.05,0,0,2.68,0,0,0,2.68,2.68,2.68,1.34,9.37,116.45,5.35,140.55,0,1.34,14.72,0,14.72,9.37,1.34,1.34,92.36,17.4,1.34,6.69,2.68,1.34,0,0,2.68
3Month,0,0.96,0.32,18.24,0.32,0,0,0.32,4.48,0.32,0,0,4.16,0.64,0,2.56,1.92,3.84,0.96,7.68,2.56,0,1.28,1.6,0.32,0,0.64,0.32,0.32,0.64,8.32,0,0,0,1.92,3.84,0.64
22Month,0,1.64,0,1.64,0,0,0.55,0,0.55,1.09,1.09,0,8.75,0,0,1.09,0,2.73,0,2.19,0,0,0.55,0,0,0,0.55,0,0,0,0.55,0.55,0,0,0,0,0
