stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,31.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0
21Day,17.4,1.34,1.34,2177.79,0,54.88,0,9.37,0,0,25.43,0,8.03,2.68,38.82,9.37,32.12,681.31,21.42,84.33,0,0,17.4,0,107.08,12.05,1.34,0,0,29.45,36.14,0,2.68,5.35,21.42,0,0,4.02
3Month,0,13.12,10.88,2269.72,2.56,0,4.8,0,0,7.36,64.95,0.64,122.22,30.08,2.24,91.51,12.48,260.76,39.35,35.19,37.43,0.96,3.84,15.36,4.16,0.32,2.24,1.28,0,1.6,26.56,82.23,2.56,0,0,8.96,35.19,71.35
22Month,0,3.28,1.64,1456.83,0,0,1.64,0.55,0.55,5.47,11.48,0.55,63.96,9.29,2.73,8.2,0.55,10.93,6.56,11.48,0,10.93,3.28,0,4.92,0,9.29,1.09,3.28,0,0,14.76,0.55,0,0,0.55,0,1.64
