stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,4.09,16.35,0,0,0,0,0,122.59,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,5.35,0,2.14,0,0,0,0,5.35,4.28,0,0,0,0,0,0,1.07,0,0,0,0,0
21Day,5.35,0,1.34,6.69,1.34,2.68,0,0,0,0,0,0,0,2.68,1.34,1.34,0,1.34,8.03,2.68,5.35,0,0,2.68,0,8.03,1.34,0,0,0,1.34,1.34,0,0,1.34,2.68,0,0,0
3Month,0.32,2.88,3.52,18.88,0.32,0,0.64,0.32,1.28,5.12,5.76,0.32,0,147.18,10.56,0,36.47,11.84,7.68,8.32,6.72,1.6,1.28,5.44,4.48,0.96,0,1.92,0.96,0,0.32,3.84,3.52,0.32,0,0,0.64,0.96,3.52
22Month,0.55,9.84,7.11,24.05,0.55,0,0,0,0,9.29,22.41,7.65,0,297.93,6.56,2.73,69.97,3.83,3.83,7.11,13.12,0,17.49,5.47,1.09,0.55,0,1.09,2.73,0.55,0,1.09,0.55,2.19,0,0,1.09,0,3.28
