stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,8.17,0,0,4.09,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,4.28,1.07,0,1.07,0,0,0,0,0,0,0,0,2.14,1.07,0,5.35,0,0,0,1.07,24.61,7.49,0,0,12.84,0,0,0,1.07,0,0,0
21Day,1.34,0,0,8.03,1.34,0,1.34,0,0,0,0,0,0,1.34,1.34,1.34,1.34,5.35,16.06,0,0,1.34,1.34,5.35,8.03,0,0,6.69,2.68,0,1.34,0,0,0,1.34
3Month,0,0.32,0.64,17.92,0,0.64,0.32,0.32,0.32,4.48,0.32,10.88,4.8,1.28,8.32,2.24,4.8,4.48,7.36,0.32,0,1.28,2.56,0.64,0.32,0.32,0.96,0.96,0.64,8.32,0.96,0,1.92,0.96,8.96
22Month,0,1.64,0.55,5.47,0,0,0,0,1.09,4.92,0.55,40.45,0.55,3.28,8.75,0.55,4.37,6.01,3.28,0,1.64,1.09,0,0.55,0.55,0.55,0.55,0,0,4.37,2.19,0,0,0,2.73
