stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,4.09,130.76,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,3.21,3.21,1.07,0,0,0,0,0,0,0,0,0,1.07,1.07,1.07,0,1.07,1.07,0,57.77,20.33,0,0,0,2.14,1.07,0,2.14,0,1.07,0,0,0
21Day,4.02,0,0,13.39,1.34,2.68,1.34,0,0,0,0,0,1.34,0,1.34,6.69,0,4.02,0,0,5.35,0,20.08,6.69,0,0,0,6.69,0,5.35,1.34,0,1.34,0,0,0
3Month,0.32,0.64,0.32,31.99,1.28,0,0.32,2.56,5.44,0.64,86.07,16.64,0.64,11.2,1.92,16.32,5.44,6.08,1.6,0.32,13.12,2.24,1.92,0.96,1.92,0.64,0,1.28,2.88,53.75,1.6,0.32,0,1.6,14.4,2.88
22Month,0,3.83,2.19,22.96,0,0,0.55,2.73,9.29,9.84,111.52,2.19,0,10.39,0.55,0,7.11,5.47,0,3.28,4.37,0,1.64,0,1.09,1.64,1.09,0.55,1.09,21.87,1.09,0.55,0,0.55,0,1.09
