stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,32.69,0,0,0,0,0,0,0,32.69,0,0,0,0,8.17,0,53.12,16.35,0,0,0,0,0,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,8.56,1.07,38.51,0,1.07,0,1.07,0,0,0,0,0,0,10.7,33.16,6.42,8.56,0,1.07,0,0,51.35,24.61,0,0,0,7.49,0,0,1.07,4.28,0,0,0,0,0
21Day,0,0,0,52.2,1.34,13.39,0,1.34,0,5.35,0,0,1.34,6.69,1.34,0,20.08,4.02,13.39,14.72,0,0,0,1.34,18.74,2.68,0,0,0,2.68,1.34,0,4.02,4.02,0,0,0,0,1.34
3Month,0,1.6,0.64,133.42,0,0,2.24,0.64,1.28,376.9,0,0,21.12,149.1,0,6.4,33.27,9.92,141.74,4.8,1.92,0,1.6,4.8,1.28,0.32,7.04,0.64,0,0.64,5.76,0.96,39.99,1.6,0,0,1.28,8.96,3.52
22Month,0,0.55,1.09,27.33,1.09,0,4.37,0,0.55,373.91,4.92,0,28.97,69.43,2.73,0.55,4.37,3.28,112.06,3.83,0,1.64,1.64,0.55,0,0.55,6.56,1.64,2.19,0,0,0,9.84,3.83,0.55,0.55,0,0,2.73
