stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,36.78,8.17,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,9.63,2.14,2.14,0,0,0,0,0,0,0,0,0,0,3.21,20.33,2.14,4.28,0,0,0,0,2.14,2.14,0,3.21,1.07,0,0,3.21,0,0,0,0,0
21Day,0,0,0,46.85,0,1.34,0,0,0,0,6.69,0,1.34,6.69,16.06,0,1.34,8.03,8.03,4.02,0,0,5.35,0,8.03,1.34,0,0,5.35,2.68,0,0,1.34,2.68,0,0,25.43
3Month,0.64,6.08,1.6,96.62,0.64,0,0,0,0.32,9.92,47.99,0,28.8,75.83,2.88,19.84,5.12,25.28,28.48,8,1.6,0.32,4.16,1.6,2.56,0,1.6,0.64,0.64,1.92,9.92,0.64,0,0,5.44,2.24,54.71
22Month,1.64,8.75,2.19,33.35,0.55,0,0.55,0.55,0,6.56,113.16,4.37,137.21,41.55,6.01,35.53,0.55,8.75,33.89,9.84,0.55,2.73,1.09,0.55,1.09,0,2.73,1.64,0,0.55,3.83,0.55,0,0,0,0,38.81
