stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,0,8.17,36.78,24.52,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,2.14,0,22.47,55.63,3.21,0,0,0,0,0,0,0,0,0,0,195.77,8.56,0,1.07,0,9.63,0,2.14,29.95,32.09,7.49,0,0,10.7,2.14,0,0,1.07,0,0,0,0,0
21Day,6.69,1.34,22.76,171.33,68.27,9.37,0,4.02,0,26.77,0,0,13.39,0,2.68,48.19,6.69,140.55,45.51,10.71,0,0,40.16,2.68,34.8,8.03,21.42,0,0,5.35,9.37,0,0,1.34,0,1.34,0,0,0
3Month,2.56,6.4,85.43,790.91,26.56,0,9.28,1.92,0,913.46,22.72,0.64,2113.91,38.07,1.28,1276.6,29.76,61.75,145.26,35.51,5.76,3.84,958.25,60.47,11.52,1.6,91.51,6.4,0,1.92,50.55,0.64,19.84,3.2,0,0.96,6.08,18.24,20.48
22Month,2.19,8.2,119.72,602.41,23.51,0,4.92,0.55,0.55,563.6,14.21,4.92,2168.03,3.83,1.09,1194.99,12.03,45.37,41.55,20.23,1.09,21.87,531.89,2.73,4.92,0.55,103.86,8.2,5.47,0.55,6.01,0,3.28,4.92,1.09,0,1.09,0,7.11
