stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,5.35,0,0,0,0,18.19,14.98,0,0,0,0,0,0,6.42,0,0,0,0,0
21Day,1.34,0,0,5.35,1.34,2.68,0,0,0,0,0,0,0,0,1.34,0,0,2.68,0,9.37,0,0,4.02,0,16.06,26.77,0,0,5.35,1.34,0,0,1.34,1.34,0,0,0,1.34
3Month,0.32,9.92,2.56,87.99,0.32,0,1.6,1.92,0.32,12.48,46.07,0,65.91,74.23,7.36,45.75,10.24,28.48,42.87,24.32,5.44,0.32,12.16,9.28,2.56,0,5.12,0.96,0.96,2.24,0.32,7.68,0.96,0,0.64,17.28,12.16,86.07
22Month,0,39.91,8.2,51.39,0,0,3.83,5.47,0.55,8.75,61.77,25.15,197.89,37.17,14.76,48.11,2.73,7.11,45.37,32.25,1.64,4.37,11.48,1.64,3.28,1.09,9.29,3.28,0,0,0,4.37,3.83,0,0,4.92,0,44.83
