stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,0,61.3,0,0,0,0,0,0,4.09,0,0,0,0,0,0
72hpf,838.72,2.14,0,4.28,6.42,0,0,0,0,0,1.07,0,0,0,0,0,13.91,2.14,13.91,0,0,0,0,58.84,21.4,0,0,0,7.49,0,0,1.07,1.07,1.07,1.07,0,0,0
21Day,131.18,0,0,4.02,6.69,0,1.34,0,0,0,0,1.34,1.34,2.68,1.34,1.34,8.03,0,10.71,0,0,0,0,36.14,6.69,0,1.34,0,2.68,2.68,12.05,1.34,42.83,315.89,0,0,0,2.68
3Month,97.26,0.64,0,11.2,0,0.32,0,1.6,3.2,0,0,12.8,4.8,0.64,3.84,1.92,2.56,3.84,8.64,0.96,0,0.96,2.88,4.48,0.64,1.6,1.6,0,0,2.24,348.1,0.96,0.96,0.32,0,1.6,55.67,4.16
22Month,25.69,1.64,2.19,7.11,0,0,0,1.64,6.01,3.28,0,66.15,2.19,1.64,9.84,1.09,2.19,4.92,15.31,0.55,1.64,1.64,0,2.19,1.09,0.55,0,1.09,0,0.55,103.86,1.64,2.19,0,0,0,0.55,1.64
