stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,36.78,0,4.09,0,4.09,0,0,0,0,8.17,0,0,0,0,16.35,53.12,4.09,8.17,0,0,0,0,12.26,32.69,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,0,0,32.09,5.35,2.14,0,0,0,0,0,0,0,0,0,0,0,8.56,200.05,1.07,4.28,0,0,1.07,0,43.86,19.26,0,3.21,0,9.63,0,0,1.07,1.07,0,0,0,0
21Day,2.68,0,0,208.81,0,4.02,0,0,0,0,0,0,0,1.34,0,1.34,0,8.03,190.07,0,18.74,0,0,4.02,0,16.06,0,0,1.34,0,9.37,8.03,1.34,1.34,0,1.34,0,0,0
3Month,0,0.96,0.32,331.15,0.32,0,0.32,0,0.32,0.96,2.88,0,0,31.67,3.84,0,3.52,4.16,76.47,7.36,8,2.24,0,0.96,1.28,0.64,0,0.64,1.92,0,0.64,2.56,15.04,0,0,0,1.6,5.76,4.16
22Month,0,0.55,1.09,28.97,0,0,0.55,0.55,0,0,3.28,0.55,0,69.97,0.55,0,3.83,0.55,13.12,2.73,6.56,0.55,2.19,0.55,0,0,0,1.09,1.64,5.47,0.55,0,1.09,0,2.19,0,0,0,0
