stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,4.09,0,0,0,0,16.35,102.16,4.09,0,12.26,0,0,0,0,0,0,0,0
72hpf,13.91,1.07,0,2.14,0,3.21,0,0,0,0,0,0,1.07,0,0,7.49,2.14,27.81,0,0,1.07,0,1160.72,28.88,6.42,3.21,19.26,0,1.07,3.21,13.91,18.19,1.07,0,0
21Day,5.35,2.68,1.34,28.11,0,29.45,4.02,0,1.34,0,4.02,2.68,5.35,2.68,1.34,17.4,4.02,33.46,0,0,4.02,0,1100.27,21.42,1.34,1.34,16.06,24.09,0,8.03,77.63,207.47,1.34,0,1.34
3Month,0,0.32,0.32,4.8,0.32,0,0,1.6,1.28,0,11.2,1.92,0,2.88,0.96,1.28,0.96,4.48,0.64,0,0,0.96,20.8,0,7.04,0.32,0.32,0,8.96,0.32,0,0,0,0.96,0.96
22Month,0,1.09,0.55,4.37,0,0,1.09,1.09,5.47,1.09,43.73,0.55,1.64,4.92,0,0.55,1.64,3.28,0,1.09,1.09,0,14.21,0,6.56,0,0,0,13.12,2.73,14.76,0,0,0,0
