stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,36.78,20.43,0,0,0,0,16.35,143.02,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,2.14,0,16.05,0,4.28,0,0,0,0,0,0,0,0,2.14,0,7.49,23.54,1.07,13.91,0,4.28,0,0,23.54,37.44,1.07,0,0,11.77,1.07,0,3.21,1.07,1.07,0,0,0
21Day,4.02,5.35,0,65.59,2.68,26.77,0,9.37,0,0,0,1.34,8.03,2.68,9.37,1.34,2.68,20.08,14.72,28.11,0,0,2.68,0,16.06,24.09,0,2.68,0,17.4,5.35,0,4.02,1.34,0,0,0,4.02
3Month,0,2.56,0.96,60.15,0,0,1.28,0.32,0.32,8.32,11.2,0,119.98,6.08,2.24,45.75,6.72,12.8,14.4,7.36,4.16,0.32,3.2,4.8,2.24,0.96,3.2,1.28,0,0.64,3.84,32.95,0.64,0,0.64,3.52,7.36,14.08
22Month,0,2.73,3.83,17.49,0,0,1.09,1.64,0,4.37,8.2,28.43,168.37,3.83,6.56,35.53,1.64,2.73,19.13,7.11,0,3.83,3.83,0,0,0.55,4.92,2.19,1.09,0,0,2.73,1.09,0,0,0,0,4.37
