stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,12.26,8.17,0,0,0,0,8.17,49.04,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,3.21,3.21,0,2.14,0,0,0,0,7.49,13.91,5.35,0,0,3.21,0,0,2.14,1.07,1.07,0,0,0
21Day,6.69,0,0,12.05,0,5.35,0,0,0,0,0,0,1.34,9.37,0,1.34,9.37,2.68,14.72,0,0,2.68,0,10.71,4.02,18.74,1.34,0,4.02,0,1.34,1.34,0,0,0,0,0
3Month,0,0.32,0.32,10.88,0,0,0,0,1.28,5.12,0,21.76,4.48,0.64,4.8,1.28,5.76,9.28,7.36,0.96,0,0.96,0.64,0,0,53.11,0.96,0,0.32,0.64,20.48,0.64,0,0,0.96,27.84,2.56
22Month,1.09,3.83,0,5.47,0.55,0,0.55,0.55,1.09,12.57,2.73,51.39,6.01,3.28,2.19,0,0.55,8.2,9.84,0,1.64,1.64,0,0.55,0.55,43.19,0.55,0.55,0.55,0,7.65,1.09,0,0,0.55,0,1.64
