stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,89.9,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,3.21,0,1.07,1.07,1.07,0,0,0,0,1.07,0,0,0,0,0,0,2.14,0,18.19,0,0,1.07,0,28.88,21.4,0,0,9.63,0,0,0,2.14,0,1.07,0,0,0
21Day,1.34,0,0,2.68,0,1.34,0,2.68,0,0,0,0,0,0,9.37,0,1.34,2.68,4.02,22.76,0,0,0,0,16.06,8.03,0,0,4.02,0,0,0,2.68,1.34,0,0,0,10.71
3Month,0.32,8.32,0.64,10.88,0,0,0.96,0,0.32,2.24,26.56,0,7.68,17.28,4.8,2.88,0.96,3.52,10.56,12.16,1.28,0,0.64,0.32,0.96,0.32,0.32,2.24,0,2.88,0.32,8.64,0,0,0.64,54.71,4.48,40.31
22Month,0,14.21,1.64,9.29,0,0,1.09,0.55,0,1.09,54.12,12.57,14.21,9.29,4.92,1.64,0.55,0,13.67,16.4,0.55,0.55,1.09,0,1.09,0.55,0,2.73,0.55,0.55,0,1.64,1.64,0,0,11.48,0,24.05
