stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,8.17,0,0,0,0,0,8.17,73.56,8.17,0,0,0,0,0,53.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,1.07,0,14.98,4.28,0,0,0,0,0,0,0,0,1.07,0,2.14,25.67,1129.7,5.35,0,0,0,0,43.86,14.98,0,1.07,0,16.05,0,0,0,4.28,0,1.07,1.07,0,0,0
21Day,6.69,2.68,0,42.83,13.39,0,4.02,0,0,0,0,14.72,1.34,13.39,2.68,5.35,42.83,2488.33,22.76,0,1.34,5.35,0,25.43,20.08,0,0,0,14.72,73.62,0,0,2.68,6.69,10.71,1.34,0,0,18.74
3Month,2.24,2.24,1.6,59.51,0,0.32,0.96,8.96,18.24,0,0,73.91,19.2,2.24,24.32,7.04,12.8,3993.61,14.4,3.52,0.64,4.48,13.12,0.32,0.64,2.88,2.24,0,0.32,9.6,0.64,12.16,0.64,0,0,0,1.28,14.08,18.56
22Month,2.73,4.92,1.09,24.6,0,3.28,0,1.09,33.35,3.83,0,99.49,8.2,1.09,26.79,1.64,4.37,3877.97,14.76,0,8.2,2.19,0.55,1.64,0,0.55,8.75,0.55,0.55,9.29,0,19.68,0,4.37,0,0,0.55,0,10.39
