stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,1.07,0,1.07,0,2.14,0,1.07,1.07,2.14,0,0,0,1.07,1.07,0,1.07,0,0,0
21Day,1.34,0,0,4.02,0,2.68,0,1.34,0,0,10.71,0,1.34,10.71,0,0,0,5.35,0,1.34,1.34,1.34,6.69,0,1.34,1.34,0,2.68,2.68,0,0,0,0,0
3Month,0.64,2.56,19.84,61.43,0.32,0,2.24,74.87,6.08,0,804.03,3.52,0.64,154.86,2.24,11.52,5.12,8.32,1.92,4.48,2.24,30.08,1.28,0.64,12.48,1.28,0,0.32,14.72,22.08,1.28,3.52,8,4.8
22Month,1.09,2.73,14.76,17.49,0,0,6.56,21.32,6.56,1.64,1087.84,1.64,0,192.97,1.09,2.73,3.83,2.19,1.09,33.35,1.64,1.09,0,0.55,4.37,1.64,0.55,0,1.09,8.2,0.55,0,0,1.64
