stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,183.89,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,43.86,2.14,0,3.21,2.14,14.98,0,0,0,0,0,0,0,0,0,1.07,4.28,0,1.07,6.42,0,0,0,0,8.56,7.49,0,0,0,5.35,0,0,2.14,1.07,2.14,0,0,0
21Day,80.31,0,0,29.45,0,1.34,0,0,0,0,0,0,1.34,0,4.02,1.34,4.02,6.69,16.06,12.05,0,0,1.34,0,6.69,1.34,0,0,0,5.35,1.34,5.35,1.34,0,0,0,0,0
3Month,4.16,9.28,3.84,86.07,1.28,0,2.24,1.28,0.32,5.44,9.92,1.28,711.57,17.6,0.96,21.12,12.8,17.6,23.04,19.84,7.68,0.64,36.15,19.52,2.56,1.28,3.84,1.92,0,0.96,13.76,51.83,1.28,0,0.64,4.8,12.16,8.64
22Month,4.37,17.49,7.65,76.53,0,0,4.92,1.64,0.55,9.29,36.63,10.39,1610.99,14.76,6.01,29.52,10.39,8.75,44.83,36.63,2.73,31.71,49.2,1.64,1.09,1.09,8.2,4.92,3.83,1.09,3.28,28.43,3.83,3.83,0.55,1.09,0,13.12
