stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,81.73,40.86,0,523.06,4.09,12.26,0,0,0,0,0,4.09,0,0,0,0,0,20.43,24.52,147.11,0,0,0,0,49.04,4413.32,0,0,0,81.73,0,0,0,0,0,0,0,0,0
72hpf,305.96,28.88,0,25752.01,28.88,502.8,0,2.14,0,0,2.14,1.07,1.07,0,3.21,1.07,50.28,898.62,34.23,951.04,0,8.56,31.02,2.14,1817.58,1358.63,1.07,11.77,0,40075.45,6.42,1.07,127.31,6.42,4.28,77.02,0,0,0
21Day,246.29,22.76,24.09,6026.08,9.37,1223.42,0,64.25,0,12.05,34.8,0,132.51,18.74,101.73,96.37,52.2,405.58,128.5,1230.11,0,4.02,104.41,0,736.19,344,10.71,18.74,0,83612.81,1064.13,10.71,42.83,89.68,341.33,64.25,0,1.34,117.79
3Month,0.32,0.96,0.64,11.84,0,0,0.32,0,0.96,0.32,2.56,0,7.36,4.48,0.32,0.64,1.28,3.52,2.88,64.63,2.56,0,0.96,0.64,0.96,0.32,20.8,0,0,2.88,0.64,86.39,0.64,0,0,0,0.64,31.04,1.92
22Month,0,1.09,0,3.83,0,0,0,0,0,0.55,1.09,0,16.4,3.28,0,1.64,0.55,2.73,1.64,15.85,1.09,1.09,0.55,0,0,0,20.77,1.09,0.55,0.55,0.55,106.6,4.92,0,0,0,0,0.55,0.55
