stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,20.43,155.28,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,4.28,0,5.35,0,0,0,0,0,0,0,0,1.07,5.35,0,22.47,0,1.07,0,436.47,40.65,2.14,1.07,16.05,0,0,12.84,0,1.07,11.77,0,0,0
21Day,5.35,0,2.68,13.39,0,9.37,0,0,0,0,1.34,0,4.02,1.34,1.34,4.02,2.68,22.76,0,5.35,0,224.87,13.39,2.68,0,2.68,8.03,1.34,6.69,1.34,1.34,2.68,0,0,0
3Month,0,0.32,0.64,167.01,0.32,0,0.32,20.48,0.96,0,10.56,0.32,0,2.88,9.28,0.64,1.92,1.92,0.64,0.32,2.88,10.88,0.96,2.88,0,0.32,0.96,8.64,1.92,0,0,0,0.64,2.56,1.92
22Month,0,1.64,0,57.95,0,0,0,8.2,2.19,0.55,27.88,0.55,1.64,1.09,0,0,0.55,3.28,0,0,0.55,13.67,0,3.28,0,0,0,25.15,1.64,0,0,0,0,0,0
