stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,12.26,0,44.95,4.09,0,0,0,0,0,0,0,0,0,0,187.97,4.09,12.26,24.52,0,0,0,20.43,8.17,927.61,20.43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,29.95,0,0,20.33,33.16,4.28,0,0,0,0,0,0,0,0,3.21,12.84,9.63,0,5.35,0,0,0,6.42,135.86,59.91,2.14,0,4.28,0,0,0,41.72,0,0,4.28,0,0,0
21Day,12.05,0,0,21.42,24.09,5.35,0,0,0,1.34,0,4.02,0,1.34,0,2.68,12.05,1.34,14.72,0,0,1.34,1.34,54.88,14.72,0,1.34,4.02,2.68,0,0,14.72,1.34,2.68,4.02,0,0,2.68
3Month,0.64,4.16,4.16,196.77,8.32,0,0.64,1.28,6.08,7.36,0,119.66,11.84,0.64,12.48,40.95,8.32,9.92,11.52,3.2,0.32,4.8,8.32,58.55,3.2,2.24,3.52,0.64,9.6,0.32,43.83,3.52,0,0,2.56,3.52,1919.7,6.72
22Month,0.55,4.92,1.09,131.2,1.09,0,0.55,0,7.11,3.28,2.19,53.03,0,0.55,6.01,15.31,1.09,2.73,8.2,0.55,1.64,0,4.37,15.31,3.83,2.19,0.55,0,0,0,19.68,2.19,0.55,0,1.64,0,3.83,1.64
