stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,4.09,0,65.38,8.17,4.09,0,4.09,0,0,0,0,1540.57,0,0,0,4.09,0,89.9,16.35,61.3,0,0,0,0,24.52,351.43,0,0,0,16.35,0,0,0,0,0,0,0,0
72hpf,5.35,0,1.07,6.42,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,2.14,27.81,0,27.81,0,1.07,1.07,1.07,17.12,53.49,0,0,0,5.35,0,2.14,7.49,0,0,0,0,0
21Day,9.37,1.34,0,25.43,0,1.34,0,1.34,0,0,0,0,0,0,0,0,0,1.34,29.45,0,48.19,1.34,0,1.34,0,8.03,22.76,0,0,0,16.06,1.34,0,2.68,1.34,1.34,0,0,0
3Month,0,1.28,0.32,24,0.64,0,0,0.64,0,0.96,1.92,0,0,21.12,0.96,0,2.88,0.64,11.2,2.24,8.96,3.2,0.32,0.32,0.64,0.64,0,0.96,0,0,0.32,1.6,22.72,0,0,0,0.96,1.6,1.28
22Month,2.19,17.49,4.92,36.08,0.55,0,3.83,0,1.09,7.65,52.48,36.63,0,209.37,10.39,2.73,28.43,0.55,9.29,15.31,35.53,1.09,15.85,3.28,1.09,2.73,1.64,2.19,1.64,2783.02,0.55,0,13.67,3.28,5.47,0,0.55,0,5.47
