stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,8.17,0,4.09,0,0,0,0,0,12.26,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,0,4.28,8.56,2.14,1.07,0,0,0,0,5.35,2.14,0,1.07,7.49,0,0,0,3.21,0,1.07,0,0,0,0
21Day,1.34,0,0,14.72,0,2.68,0,1.34,0,0,0,1.34,0,0,0,0,5.35,1.34,9.37,6.69,16.06,0,0,0,0,1.34,4.02,1.34,0,4.02,0,0,20.08,0,0,1.34,0,0,4.02,1.34
3Month,1.92,6.4,6.08,55.03,0.32,0,2.24,0.64,0.32,13.44,18.56,0,0,71.67,20.48,2.56,56.63,7.04,22.72,26.56,16.96,3.2,1.28,6.72,9.28,3.52,0.32,5.44,3.52,1.28,13.12,0.32,763.4,2.24,0.64,0,0.64,8.32,3111.19,12.48
22Month,0,2.73,3.28,17.49,0.55,0,2.19,1.64,0,6.56,20.77,12.03,0,26.24,5.47,5.47,44.28,0,0.55,17.49,15.85,0,1.64,2.73,0,2.19,0,3.83,0.55,1.64,1.09,0,167.82,0.55,0.55,0,0,0,11.48,3.28
