stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,4.09,4.09,0,0,0,0,0,4.09,0,0,0,4.09,0,20.43,0,0,0,0,4.09,40.86,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,2.14,0,2.14,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,5.35,3.21,1.07,0,0,0,0,0,0,0,0
21Day,0,0,1.34,18.74,0,4.02,0,1.34,2.68,0,0,0,0,0,0,6.69,4.02,2.68,0,5.35,0,1.34,2.68,2.68,0,0,0,1.34,0,0,0,4.02
3Month,0,0.32,0.32,6.08,0,0,0,0.32,5.12,0,0,4.8,1.6,1.92,0.64,2.24,3.84,0.64,0,0.32,0.32,0.96,0,0,0,1.28,0,0,0,0.32,9.6,0.64
22Month,1.09,1.64,0.55,2.73,0,0,0.55,1.09,12.57,0.55,0,23.51,3.28,1.09,0,0.55,4.92,3.83,0.55,0,0,0.55,0,0,0.55,0,0.55,0,0,0,0,2.19
